Time,RV,Uncertainty,Observatory_Site,Star_Name,Time_Convention,Reference,Instrument,Wavelength_Calibration_Technique,Source,Halpha_Index,Halpha_Index_Error,Full_Width_Half_Maximum,Bisetor,Signal_to_noise_ratio_in_order_55,Exposure_Time,Airmass,Barycentric_Earth_Radial_Velocity
2455983.595,-1.103,0.76,"La Silla Observatory, Chile",HD44665,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.428736884,0.000549825,6.938700004,-0.034087075,144.9,899.9939,,-9.443992818
2455984.594,1.311,0.772,"La Silla Observatory, Chile",HD44665,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.430243283,0.000648299,6.93604757,-0.033647015,127.3,899.9997,,-9.553561384
2455985.576,0.106,0.894,"La Silla Observatory, Chile",HD44665,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.425240653,0.000646176,6.93627761,-0.034304866,125.1,899.9939,,-9.627247369
2456298.703,1.996,1.128,"La Silla Observatory, Chile",HD44665,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.42318738,0.000741217,6.939524581,-0.037753867,104.1,900.0008,,-1.215418847
2456299.705,-1.612,0.966,"La Silla Observatory, Chile",HD44665,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.430000467,0.000737702,6.940668562,-0.030005388,104.6,900.001,,-1.420627839
2456300.671,-1.524,0.893,"La Silla Observatory, Chile",HD44665,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.429260671,0.000593979,6.94298271,-0.039334385,129.3,900.0012,,-1.555158523
2456375.553,-1.923,0.786,"La Silla Observatory, Chile",HD44665,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.428368625,0.000608095,6.938139619,-0.028984038,128.6,900.001,,-11.22833027
2456376.55,-0.624,0.802,"La Silla Observatory, Chile",HD44665,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.428176815,0.000619644,6.938222133,-0.03464696,126.5,900.0008,,-11.24766768
2456377.545,-0.4,0.78,"La Silla Observatory, Chile",HD44665,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.42821258,0.000511969,6.93859953,-0.0317443,151.5,900.0007,,-11.26095725
2456378.566,0.2,0.768,"La Silla Observatory, Chile",HD44665,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.429635696,0.000539835,6.939986888,-0.032315038,143.1,900.0008,,-11.30797078
2456380.557,0.226,0.805,"La Silla Observatory, Chile",HD44665,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.430306963,0.000550042,6.939767094,-0.032809158,139.7,900.0011,,-11.32033339
2456381.544,-0.306,0.694,"La Silla Observatory, Chile",HD44665,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.428783798,0.000501483,6.940487997,-0.033858342,153.7,900.0009,,-11.30972476
2456637.698,0.819,0.85,"La Silla Observatory, Chile",HD44665,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.423918326,0.000603745,6.940095037,-0.032213248,126.2,900.0009,,4.02154432
2456638.75,-2.24,0.762,"La Silla Observatory, Chile",HD44665,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.424296505,0.000471198,6.941083953,-0.033104962,163.6,900.0007,,3.729227361
2456639.735,-0.574,0.834,"La Silla Observatory, Chile",HD44665,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.423623326,0.000591341,6.942838514,-0.035144129,129.4,900.0025,,3.56649775
2456640.683,-1.838,0.859,"La Silla Observatory, Chile",HD44665,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.423573957,0.00061685,6.941300023,-0.032607449,123.2,900.0009,,3.477469585
2456641.718,-2.863,0.921,"La Silla Observatory, Chile",HD44665,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.422195449,0.000638674,6.943431078,-0.033777475,119.7,900.0007,,3.217031182
